Sr_No,Location_Coordinates,Hospital_Name,Specialties,Address_Original_First_Line,State,District,Pincode,Telephone,Mobile_Number,Emergency_Num,Facilities,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Latitude,Longitude
178,"14.4701485, 78.8297701",Vurimi Savitramma Cardiac Centre,[],# 3/225 Upendra Complex Christian Lane,Andhra Pradesh,Y.S.R.,516001.0,08562    252929,,,,,,,14.4701485,78.8297701
180,"14.480391, 78.8340173",Dr G R K R Multi Speciality Hospitals,[],"6/1414, Sankarapuram",Andhra Pradesh,Y.S.R.,516002.0,08562  224953,,,,,,,14.480391,78.8340173
182,"18.000695, -76.8938358",Remedy Hospital,[],"D.No.3/221,Christian Lane,Near 7 Roads",Andhra Pradesh,Y.S.R.,516002.0,,,,,,,,18.000695,-76.8938358
183,"13.0311046, 80.2720822",Sri Satya Sai Hospital,[],"6-880, Madras Road Sankarapuram",Andhra Pradesh,Y.S.R.,516002.0,08562  242729/274972  0,,,,,,,13.0311046,80.2720822
185,"17.7266953, 83.3054733",Usha Rani Nursing Home,[],"1/706 - 3, Dwarakanagar",Andhra Pradesh,Y.S.R.,516004.0,08562  245098,,,,,,,17.7266953,83.3054733
186,"13.9518505, 79.3492863",Vishnu Nursing Home,[],10/596 M. G. Road Rly. Kodur,Andhra Pradesh,Y.S.R.,516101.0,,,,,,,,13.9518505,79.3492863
187,"14.1965314, 79.1563718",Sree Durgaa Nursing Home,[],Nagulamanu Street Rajampet Rajampet,Andhra Pradesh,Y.S.R.,516115.0,08565    241024,,,,,,,14.1965314,79.1563718
188,"14.2050808, 79.1549173",Sri Sai Nursing Home,[],"6/133, R S Road Rajampet Rajampet",Andhra Pradesh,Y.S.R.,516115.0,"08565    250636,250470",,,,,,,14.2050808,79.1549173
190,"14.0585458, 78.7518863",Madhavi Nursing Home,[],"Harinatha Street, Rayachoty",Andhra Pradesh,Y.S.R.,516269.0,256466,,,,,,,14.0585458,78.7518863
192,"14.7491864, 78.5531577",Abhilash Netra Vidyasala,[],"3/1350, Gandhi Road Opp: Iswarya Complex Proddatur",Andhra Pradesh,Y.S.R.,516360.0,08564    254157,,,,,,,14.7491864,78.5531577
193,"14.7500333, 78.5478809",B. G. R. Hospital,[],"Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,Y.S.R.,516360.0,243717,,,,,,,14.7500333,78.5478809
194,"14.7500333, 78.5478809",Bhavya Nursing Home,[],"Near Gabdhi Statue, Gandhi Road, Proddatur",Andhra Pradesh,Y.S.R.,516360.0,245533,,,,,,,14.7500333,78.5478809
195,"14.7491864, 78.5531577",Cnr Nursing Home,[],Gandhi Road Proddutur Proddatur 516360  Kadapa,Andhra Pradesh,Y.S.R.,516360.0,08564    251559,,,,,,,14.7491864,78.5531577
198,"14.7528736, 78.5514834",Kalyana Chakravarthy Hospitals - Proddatur,[],"3 / 1467 , Holmespet , Proddatur",Andhra Pradesh,Y.S.R.,516360.0,,,,,,,,14.7528736,78.5514834
199,"14.7512835, 78.5497493",Kathya Nursing Home,[],"8/399, Swayam Sevak Road, Proddatur",Andhra Pradesh,Y.S.R.,516360.0,251336,,,,,,,14.7512835,78.5497493
200,"26.1781993, 91.773379",Lakshmi Kishore Hospital,[],"No. 5/1895, Gandhi Road,Geetha Ashram Street",Andhra Pradesh,Y.S.R.,516360.0,08564 251904,,,,,,,26.1781993,91.773379
202,"14.7491864, 78.5531577",Orthopaedic And Maternity Hospital,[],"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Andhra Pradesh,Y.S.R.,516360.0,,,,,,,,14.7491864,78.5531577
204,"14.7500333, 78.5478809",Shree Veja Nursing Home,[],"8/700, OppositePosina Compound, Gandhi Road,Proddatur",Andhra Pradesh,Y.S.R.,516360.0,08564  258074,,,,,,,14.7500333,78.5478809
205,"14.7500333, 78.5478809",Siva Nursing Home,[],"4/626,Gandhi Road,Proddatur",Andhra Pradesh,Y.S.R.,516360.0,51075,,,,,,,14.7500333,78.5478809
209,"14.7600159, 78.5393058",Swarup Eye Hospital and Laser Center,[],T. B. Road,Andhra Pradesh,Y.S.R.,516360.0,,,,,,,,14.7600159,78.5393058
210,"14.7491864, 78.5531577",Vaatsalya Hospital,[],Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur,Andhra Pradesh,Y.S.R.,516360.0,08564    251650,,,,,,,14.7491864,78.5531577
211,"14.7500333, 78.5478809",Vijaya Eye Hospital,[],"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Andhra Pradesh,Y.S.R.,516360.0,,9247640096,,,,,,14.7500333,78.5478809
213,"14.7528736, 78.5514834",Nikhil Nursing Home,[],Holmespet Proddatur,Andhra Pradesh,Y.S.R.,516434.0,,,,,,,,14.7528736,78.5514834
214,"14.686981, 78.3909238",Sree Tati Reddy Ramalinga Reddy Nursing Home,[],"17-48, Kapu Street, Jammalamadugu",Andhra Pradesh,Y.S.R.,516434.0,,,,,,,,14.686981,78.3909238
215,"14.6857186, 78.3909785",Sri Thati Reddy Ramalinga Reddy Nursing Home,[],"17/48, Kapu Street Jammalamadugu",Andhra Pradesh,Y.S.R.,516434.0,08560    270551,,,,,,,14.6857186,78.3909785
216,"14.8474197, 78.3899108",Venkata Sai Baradwaja Hospital,[],"M D O Office Road, Jammalamadugu",Andhra Pradesh,Y.S.R.,516434.0,,,,,,,,14.8474197,78.3899108
217,"32.458567, 74.5000465",7 Star Superspeciality Hospital,[],"20-1-61, Opposite L. I. C. Building, Main Road",Andhra Pradesh,East Godavari,533001.0,,,,,,,,32.458567,74.5000465
218,"17.0769388, 82.1385327",Apollo Samudra Hospitals,[],"13-1-3, Main Road, Kakinada",Andhra Pradesh,East Godavari,533001.0,2345700 / 2345800,,,,,,,17.0769388,82.1385327
219,"16.9890648, 82.2474648",Bharani Hospital,[],Kakinada,Andhra Pradesh,East Godavari,533001.0,0884  2373223,,,,,,,16.9890648,82.2474648
220,"29.5160925, 74.5877445",Care Emergency Hospital,[],"Near Ii Town Police Station,Main Road.",Andhra Pradesh,East Godavari,533001.0,,,,,,,,29.5160925,74.5877445
221,"16.9837142, 82.2404611",Christian Cancer Center,[],Kakinada,Andhra Pradesh,East Godavari,533001.0,,,,,,,,16.9837142,82.2404611
223,"16.9482342, 82.2528975",Haritha Hospitals,[],"P R College Road, Opp Govt Hospitals P R College Road Kakinada",Andhra Pradesh,East Godavari,533001.0,0884    2379292,,,,,,,16.9482342,82.2528975
224,"16.9890648, 82.2474648",Kakinada Nursing Home,[],Kakinada,Andhra Pradesh,East Godavari,533001.0,,,,,,,,16.9890648,82.2474648
225,"17.0769388, 82.1385327",Life Line Emergency Hospital,[],"13-1-13, Main Road, Kakinada",Andhra Pradesh,East Godavari,533001.0,,,,,,,,17.0769388,82.1385327
226,"16.9640729, 82.2329395",Raghava 24 Hrs Emergency Hospital,[],11-11-3/1 Prabhakara Street Ramaraopeta Kakinada,Andhra Pradesh,East Godavari,533001.0,0884    2375325,,,,,,,16.9640729,82.2329395
229,"16.9482342, 82.2528975",Sai Sudha Hospital,[],"21-1-24,Jawahar Street,Shalypet",Andhra Pradesh,East Godavari,533001.0,2361155/2376634/2376635,,,,,,,16.9482342,82.2528975
231,"16.9558071, 82.2330899",Shravani Ent Hospital,[],"Dno:21-1-29, Jawahar St, Kakinada",Andhra Pradesh,East Godavari,533001.0,,,,,,,,16.9558071,82.2330899
232,"16.954694, 82.2327304",Siddhartha Hospital,[],"34-1-20, Temple Street, rict East Godawari, Kakinada,",Andhra Pradesh,East Godavari,533001.0,0884  2368521,995176441,,,,,,16.954694,82.2327304
234,"16.9890648, 82.2474648",Sri Gowthami Nursing Home,[],"Nageswara Rao Street,Ramrao Pet,Kakinada",Andhra Pradesh,East Godavari,533001.0,,,,,,,,16.9890648,82.2474648
235,"16.9510095, 82.2365598",Sri Lalitha Hospitals Institute Of Lap Surgery And Training,[],"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Andhra Pradesh,East Godavari,533001.0,"0884    2375091,6455745",,,,,,,16.9510095,82.2365598
236,"16.9890648, 82.2474648",Sri Srinivasa Orthopaedic Centre and Nursing Home,[],"7-3-15 Prakash St, Ramarao Peta, Kakinada",Andhra Pradesh,East Godavari,533001.0,2376306,,,,,,,16.9890648,82.2474648
237,"17.0005383, 81.8040345",Srihitha Children Hospital,[],Rajahmundry,Andhra Pradesh,East Godavari,533001.0,,,,,,,,17.0005383,81.8040345
239,"16.9639769, 82.2236918",Vijaya Nursing Home,[],Jawahar Street Kakinada Kakinada 533001  East Godavari,Andhra Pradesh,East Godavari,533001.0,"0884    2362770,2368770,2368771",,,,,,,16.9639769,82.2236918
240,"17.0005383, 81.8040345",Vishwanadha Eye and Maternity Hospital,[],Rajahmundry,Andhra Pradesh,East Godavari,533001.0,,,,,,,,17.0005383,81.8040345
241,"34.1255413, 74.9442585",Bhanu Nursing Home and Eye Hospital,[],"Endowments Colony, 100 Building Centre Srinagar",Andhra Pradesh,East Godavari,533003.0,"0884  2368555,6698666  0",,,,,,,34.1255413,74.9442585
243,"16.9754085, 82.2352397",Mother and Child Hospital,[],"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Andhra Pradesh,East Godavari,533003.0,,,,,,,,16.9754085,82.2352397
244,"16.9695602, 82.2388249",Nayana Eye Care,[],"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Andhra Pradesh,East Godavari,533003.0,"0884    3299000,6599000",,,,,,,16.9695602,82.2388249
245,"16.9506495, 82.2333585",Ramalingeswara Nursing Home,[],"Ganjamvari Street, Kakinada",Andhra Pradesh,East Godavari,533003.0,,,,,,,,16.9506495,82.2333585
247,"16.9890648, 82.2474648",Saipriya Maternity Hospital,[],"Lig No.6,100 Building Complex Road, Kakinada",Andhra Pradesh,East Godavari,533003.0,2371457,,,,,,,16.9890648,82.2474648
249,"16.9890648, 82.2474648",Kasturi Nursing Home,[],"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Andhra Pradesh,East Godavari,533004.0,,,,,,,,16.9890648,82.2474648
250,"12.6670587, 79.2782323",Poly Clinic and Hospital,[],"Gandhi Nagar, Gandhi Nagar",Andhra Pradesh,East Godavari,533004.0,,,,,,,,12.6670587,79.2782323
251,"16.9890648, 82.2474648",Ravichandra Hospital,[],"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Andhra Pradesh,East Godavari,533004.0,0884  2376549,,,,,,,16.9890648,82.2474648
252,"16.9663046, 82.2270885",Sanjivi Orthopaedic Hospital,[],#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Andhra Pradesh,East Godavari,533004.0,"0884    2361626,2386604,6699788",,,,,,,16.9663046,82.2270885
253,"16.9890648, 82.2474648",Sri Sai Raghavendra Super Specialities Hospital,[],"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Andhra Pradesh,East Godavari,533004.0,,,,,,,,16.9890648,82.2474648
254,"16.9890648, 82.2474648",Sri Venkata Chalapathi Nursing Home,[],"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Andhra Pradesh,East Godavari,533004.0,,,,,,,,16.9890648,82.2474648
256,"16.9890648, 82.2474648",Sri Venugopal Hospital,[],Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Andhra Pradesh,East Godavari,533004.0,,,,,,,,16.9890648,82.2474648
257,"16.9663046, 82.2270885",Sudha Urology And Andrology Hospital,[],"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,533004.0,0884    2376333,,,,,,,16.9663046,82.2270885
258,"16.9607952, 82.2282795",Surya Global Hospitals,[],"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,533004.0,"0884    2354900,2354901,2354902",,,,,,,16.9607952,82.2282795
259,"16.9663046, 82.2270885",Vasan Eye Care Hospital,[],"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,533004.0,0884    3989000,,,,,,,16.9663046,82.2270885
261,"16.9890648, 82.2474648",Srikiran Institute Of Ophthalmology,[],"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Andhra Pradesh,East Godavari,533005.0,0884  2306301/ 300/ 121/ 333,,,,,,,16.9890648,82.2474648
263,"16.9967552, 82.2569717",Sushrutha Hospital,[],"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Andhra Pradesh,East Godavari,533005.0,,,,,,,,16.9967552,82.2569717
265,"16.9523477, 82.1305609",Sri Srinivasa Nursing Home,[],Pedapudi,Andhra Pradesh,East Godavari,533006.0,0884  2312035,,,,,,,16.9523477,82.1305609
266,"17.3977354, 78.5095841",Abhay Nursing Home,[],"J N Road Ramalayam, Tilak Road",Andhra Pradesh,East Godavari,533101.0,0883  2461640,,,,,,,17.3977354,78.5095841
267,"17.0005383, 81.8040345",Aravindam Ortho and Physio Centre,[],"6-18-3, Kokkondavari Street, Rajahmundry",Andhra Pradesh,East Godavari,533101.0,0883    2425646,,,,,,,17.0005383,81.8040345
268,"16.9955344, 81.777335",Aruna Hospital and Poly Clinic,[],"Main Road,, Innespeta",Andhra Pradesh,East Godavari,533101.0,,,,,,,,16.9955344,81.777335
269,"17.0085074, 81.7903215",Bhaskara Raju Children Hospital,[],Prakash Nagar Rajahmundry,Andhra Pradesh,East Godavari,533101.0,2467423,,,,,,,17.0085074,81.7903215
273,"16.9955344, 81.777335",Sri Satya Nursing Home,[],"Innespt, Rajahmundry-1",Andhra Pradesh,East Godavari,533101.0,,,,,,,,16.9955344,81.777335
274,"11.0216153, 76.9512637",Sri Srinivasa Hospitals,[],"75-8-12, Gandhipuram-Ii",Andhra Pradesh,East Godavari,533101.0,,,,,,,,11.0216153,76.9512637
275,"17.0005383, 81.8040345",Sri Venkateswara Hospitals,[],"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Andhra Pradesh,East Godavari,533101.0,,,,,,,,17.0005383,81.8040345
276,"17.025988, 81.785442",Abhaya Emergency Centre,[],"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,533103.0,"0883    2461640,2423208",,,,,,,17.025988,81.785442
278,"17.0085074, 81.7903215",Alert Emergency Hospital,[],"# 74-11-7, Prakash Nagar, East Godavari rict",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0085074,81.7903215
279,"17.0068895, 81.7829842",Ammanna Memorial Murtys Neuro Super Speciality Ho,[],"D.No : 46-21-10, Danavaipeta, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0068895,81.7829842
281,"16.9937064, 81.7762669",Aruna Hospital and Polyclinic,[],"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,,,,,,,,16.9937064,81.7762669
282,"17.0112469, 81.7827774",Bharadwaja Heart and Maternity Centre,[],"75-8-12,Gandhipuram,Rajahmundry",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0112469,81.7827774
283,"17.048743, 81.799831",Bhavani Nursing Home,[],"Jayakrishnapuram, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.048743,81.799831
285,"17.0096947, 81.7760339",Buddudu Orthopeadic Hospital,[],"Debichowk, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,0883    2473603,,,,,,,17.0096947,81.7760339
287,"17.0068895, 81.7829842",Coastal Cardiac And Maternity Centre,[],Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,533103.0,"0883    2441133,2441134,2470215",,,,,,,17.0068895,81.7829842
288,"17.0005383, 81.8040345",Geetha Mullapudi Sperspeciality Dental Hospital,[],"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,2426775,,,,,,,17.0005383,81.8040345
289,"17.0085074, 81.7903215",Gowthami Nursing Home,[],"75-1-12, Prakash Nagar, Rajahmundry , East Godavari",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0085074,81.7903215
290,"17.0085074, 81.7903215",Harsha Hospitals,[],"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,533103.0,"0883    2469403,2422864",,,,,,,17.0085074,81.7903215
291,"17.0068375, 81.7875023",Kamalakar Hospital,[],"D. No.75-7-20, Near Prakash Nagar,Round Park,",Andhra Pradesh,East Godavari,533103.0,0883 2472999,,,,,,,17.0068375,81.7875023
292,"17.0112469, 81.7827774",Krishna Nursing Home,[],"Gandhipuram 3, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,2467935,,,,,,,17.0112469,81.7827774
295,"17.0068895, 81.7829842",Nest Hospital,[],"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Andhra Pradesh,East Godavari,533103.0,0883  2433833,,,,,,,17.0068895,81.7829842
296,"17.0005383, 81.8040345",Netra Eye Care,[],"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,0883 2464882,,,,,,,17.0005383,81.8040345
299,"17.0015368, 81.7899798",Prasanthi Nursing Home,[],"Syamala Nagar, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,2469301,,,,,,,17.0015368,81.7899798
300,"11.021315, 76.970487",Raja Neuro And Multi Speciality Hospital Pvt Ltd,[],"76-4-7, Gandhipuram - 2",Andhra Pradesh,East Godavari,533103.0,,,,,,,,11.021315,76.970487
301,"17.4404903, 78.4739384",Rajahmundry Orthopedic Hospital,[],"75-1-18, Prakash Nagar",Andhra Pradesh,East Godavari,533103.0,2468110,,,,,,,17.4404903,78.4739384
302,"17.0068895, 81.7829842",Ratna Orthopaedic Center,[],"Danavai Peta, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,"0833  2445195,5569585",,,,,,,17.0068895,81.7829842
303,"17.0068895, 81.7829842",Sanjana Orthopaedic Hospital,[],"46-18-22, Opposite Idbi Bank, Danavaipeta",Andhra Pradesh,East Godavari,533103.0,2431455,,,,,,,17.0068895,81.7829842
305,"17.0068895, 81.7829842",Sreya Medical Speciality Centre,[],"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0068895,81.7829842
308,"17.0112469, 81.7827774",Sri Ramadas Hospitals,[],"# 78/8-7, Gandhipuram-3, Rajahmundry,",Andhra Pradesh,East Godavari,533103.0,0883  2472217,,,,,,,17.0112469,81.7827774
309,"17.0068895, 81.7829842","Sri Suguna Children,S Hospital",[],"Danavaipet, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,2446957,,,,,,,17.0068895,81.7829842
311,"17.0068375, 81.7875023",Surya Hospital,[],Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,533103.0,"0883    2468222,2468224",,,,,,,17.0068375,81.7875023
312,"17.006802, 81.7830251",Swetha Hospitals - Rajahmundry,[],"Danavai Peta, D. N. -46-18-8/2 , East Godavari,",Andhra Pradesh,East Godavari,533103.0,2465533,,,,,,,17.006802,81.7830251
313,"17.0039159, 81.7948734",V.B. Chest Institute,[],"Tilak Road, Rajahmundry",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0039159,81.7948734
315,"17.0021675, 81.7855401",Vijaya Hospital,[],"#78-9-11/9, Behind R.T.C Complex ,Gandhipuram (:East Godavari )",Andhra Pradesh,East Godavari,533103.0,,,,,,,,17.0021675,81.7855401
316,"17.0151123, 81.7725499",Akira Eye Hospital,[],"Aryapuram, Rajahmundry,",Andhra Pradesh,East Godavari,533104.0,,,,,,,,17.0151123,81.7725499
317,"17.0100744, 81.7724645",Dr A V R Ananda Rao Memorial Eye Clinic,[],Opp Gokavaram Bus Stand Rajamundry,Andhra Pradesh,East Godavari,533104.0,,,,,,,,17.0100744,81.7724645
320,"17.0005383, 81.8040345",Kranti Nursing Home,[],"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Andhra Pradesh,East Godavari,533104.0,,,,,,,,17.0005383,81.8040345
321,"17.0005383, 81.8040345",Royal Hospital,[],"# 20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Andhra Pradesh,East Godavari,533104.0,0883  2446992,,,,,,,17.0005383,81.8040345
322,"17.0096947, 81.7760339",Siddhartha Orthopaedic Hospital and Polyclinic,[],"Devi Chowk, Rajahmundry,",Andhra Pradesh,East Godavari,533104.0,0883  2473603,,,,,,,17.0096947,81.7760339
323,"17.0151123, 81.7725499",Sree Latha Hospital,[],"# 12- 21- 4, Aryapuram, Rajahmundry",Andhra Pradesh,East Godavari,533104.0,,,,,,,,17.0151123,81.7725499
324,"17.0005383, 81.8040345",Sri Ram Nursing Home,[],"Gowathmi Grandhalyam St., Rajahmundry",Andhra Pradesh,East Godavari,533104.0,2443301,,,,,,,17.0005383,81.8040345
325,"17.0005383, 81.8040345",Sri Srinivasa Orthopaedic Hospital,[],"At # 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,533104.0,,,,,,,,17.0005383,81.8040345
326,"17.0209155, 81.7711827",Chaitanya Nursing Home,[],"Seethampeta, Rajahmundry",Andhra Pradesh,East Godavari,533105.0,2476305,,,,,,,17.0209155,81.7711827
331,"17.0127714, 81.7782905",Swatantra Hospitals,[],"Near Kambala Park, Rajahmundry",Andhra Pradesh,East Godavari,533105.0,2465434,,,,,,,17.0127714,81.7782905
332,"17.0320097, 81.8101386",Saiteja Hospital,[],"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",Andhra Pradesh,East Godavari,533106.0,440022,,,,,,,17.0320097,81.8101386
333,"13.0560527, 80.2184139",Adarsh Multi Speciality Hospital and Neuro Center,[],D No.86-26-5 V.L.Puram,Andhra Pradesh,East Godavari,533107.0,"0883  2431956,2449353",,,,,,,13.0560527,80.2184139
334,"43.1938516, -71.5723953",Sruthi Hospitals,[],"Near N.H-5,Bommur",Andhra Pradesh,East Godavari,533124.0,,,,,,,,43.1938516,-71.5723953
335,"16.567804, 81.9972968",Adarsha Hospital,[],"College Road, Amalapuram",Andhra Pradesh,East Godavari,533201.0,,,,,,,,16.567804,81.9972968
336,"16.4075276, 81.7886325",Care Hospital,[],"K N F Road, K N F Road",Andhra Pradesh,East Godavari,533201.0,,,,,,,,16.4075276,81.7886325
337,"16.5720904, 82.0008548",Konaseema Institute Of Medical Sciences,[],Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Andhra Pradesh,East Godavari,533201.0,"08856    237997,237998",,,,,,,16.5720904,82.0008548
338,"16.5720904, 82.0008548",Konaseema Institute Of Medical Sciences,[],"Chaitanya Nagar, Amalapuram",Andhra Pradesh,East Godavari,533201.0,,,,,,,,16.5720904,82.0008548
339,"15.2913649, 75.1458943",Konaseva Institute Of Medical Science,[],"Nh 214, Chaintanya Nagar,",Andhra Pradesh,East Godavari,533201.0,,,,,,,,15.2913649,75.1458943
340,"16.5720904, 82.0008548",Rohine Mother and Child Care Hospital,[],Amalapuram,Andhra Pradesh,East Godavari,533201.0,237955,,,,,,,16.5720904,82.0008548
341,"16.5720904, 82.0008548",Sai Leela Orthopaedic Hospital,[],"Yerranilivari Street , Amalapuram",Andhra Pradesh,East Godavari,533201.0,233363,,,,,,,16.5720904,82.0008548
342,"16.567804, 81.9972968",Sri Konaseema Specialities Hospital,[],"College Road,Amalapuram, E G Dt.",Andhra Pradesh,East Godavari,533201.0,,,,,,,,16.567804,81.9972968
343,"16.573678, 81.999496",Sri Venkateswara Nursing Home,[],"K. Agraharam , Amalapuram",Andhra Pradesh,East Godavari,533201.0,231564,,,,,,,16.573678,81.999496
344,"16.567804, 81.9972968",V.N.Nursing Home,[],"3-2-117E, College Road, Amalapuram",Andhra Pradesh,East Godavari,533201.0,231166,,,,,,,16.567804,81.9972968
345,"16.6414998, 82.1042955",Janatha Hospital,[],"Mummidivaram , East Godawari, (A.P) -",Andhra Pradesh,East Godavari,533216.0,,,,,,,,16.6414998,82.1042955
346,"16.7160148, 81.8957846",Sree Sravana Nursing Home,[],Kothapeta,Andhra Pradesh,East Godavari,533223.0,243244,,,,,,,16.7160148,81.8957846
347,"17.4986709, 81.9998367",Sri Venkateswara Nursing Home,[],Ravulapalem,Andhra Pradesh,East Godavari,533238.0,255457,,,,,,,17.4986709,81.9998367
